@relation WCR_80_upsampled-weka.filters.unsupervised.attribute.NumericToNominal-R18

@attribute v0 numeric
@attribute v1 numeric
@attribute v2 numeric
@attribute v3 numeric
@attribute v4 numeric
@attribute v5 numeric
@attribute v6 numeric
@attribute v7 numeric
@attribute v8 numeric
@attribute v9 numeric
@attribute v10 numeric
@attribute v11 numeric
@attribute v12 numeric
@attribute v13 numeric
@attribute v14 numeric
@attribute v15 numeric
@attribute v16 numeric
@attribute v17 {0,1}
@attribute v18 numeric

@data
20,1360000000,0,0,0,0,0,0,0,0.133333,0.133333,0.133333,1360000000,1650000000,183392.9333,28,1360000000,0,15
3,1360000000,0,0,1,0,0,1,0,0,2,0,1360000000,0,511541,0,1360000000,0,1
21,1360000000,0,0,0,0,0,0,0,0.5,0,0,1360000000,154000000,67089.5,4,1360000000,0,2
14,1360000000,0,0,0,0,0,0,0,0,1,0,1360000000,316406.25,252828.5,2,1360000000,0,2
15,1360000000,0,0,0,0,0,0,0,0,2,0,1360000000,4490000000,321794.5,0,1360000000,0,2
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,152383,0,1360000000,0,1
13,1370000000,0,0,0,1,0,0,0,0,0.5,0,1370000000,37000000000,74936.83333,6,1370000000,0,6
14,1360000000,0,0,0,0,0,0,2,0,0,0,1360000000,0,379436,0,1360000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0.5,0,1360000000,4206601,292280,0,1360000000,0,2
23,1360000000,0,0,0,0,0,0,0.25,0,0.25,0,1360000000,24200000000,432745.75,7,1360000000,0,4
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,192600,1,1360000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,117306.25,5572.5,0,1360000000,0,2
4,1360000000,0,0,0,0,0,0,0,0,0.25,0,1360000000,10800000000,442732.5,2,1360000000,0,4
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,184231,0,1360000000,0,1
25,1360000000,0,0,0,0,0,0,0,0.285714,0.142857,0,1360000000,7410000000,46177.71429,15,1360000000,0,7
32,1370000000,0,0,0,0,0,0,0,1,0,0,1370000000,12200000000,54271,2,1370000000,0,3
14,1360000000,0,0,0,0,0,0,0,0.2,0,0,1360000000,1310000000000,139345.4,8,1370000000,0,5
15,1370000000,0,0,0,0,0,0,0,0,0.666667,0,1370000000,204000000,282491,4,1370000000,0,3
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,463362,1,1360000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,186852,0,1360000000,0,1
7,1370000000,0,0,1,0,0,0,0,0,0,0,1370000000,0,5822,0,1370000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,65280.25,59278.5,0,1360000000,0,2
13,1360000000,0,0,0,0,0,0,0,0.333333,1.111111,0,1360000000,959000000,364061.1111,12,1360000000,0,9
7,1360000000,0,0,1,0,0,0,0.5,0,1.5,0,1360000000,259000000,359932,2,1360000000,0,2
15,1360000000,0,0,0,0,0,0,0,0,1,0.5,1360000000,104000000,81280.5,0,1360000000,0,2
4,1360000000,0,0,0,0,0,0,0,0.025641,0,0,1360000000,60500000000,143823.7436,6,1360000000,0,39
20,1360000000,0,0,0,0,0,0,0,0,0,0.333333,1360000000,68200000000,425388,17,1360000000,0,6
13,1360000000,0,0,0,0,0,0,0,0,1,0,1360000000,103000000000,307780,5,1370000000,0,7
14,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,148000000,244816.3333,4,1360000000,0,3
32,1360000000,0,0,0,0,0,0,0,0.666667,0.666667,0,1360000000,89300000,88614.66667,5,1360000000,0,3
13,1370000000,0,0,0,0,0,0,0,0,0,0,1370000000,334000000,39872,1,1370000000,0,2
14,1360000000,0,0,0,0,0,0,0,0,0.5,0,1360000000,538000000,62660.5,0,1360000000,0,2
4,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,241000000000,188825.25,-2,1360000000,0,4
13,1360000000,0,0,0,0,0,0,0,0,2,0,1360000000,295392.25,115247.5,0,1360000000,0,2
14,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,84501,0,1360000000,0,1
35,1370000000,0,0,0,0,0,0,0,0,0,0,1370000000,372000000,194415.5,1,1370000000,0,4
3,1360000000,0,0,1,0,0,0,0,0,0,0,1360000000,0,66808,0,1360000000,0,1
13,1360000000,0,0,0,0,0,0,0,0.25,1.375,0,1360000000,1170000000,32207.25,19,1360000000,0,8
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,142262,0,1360000000,0,1
